id,Food Group,Food Name,Protein (g),Fat (g),Carbohydrates (g),Ash (g),Calories,Starch (g),Sucrose (g),Glucose (g),Fructose (g),Lactose (g),Maltose (g),Alcohol (g),Water (g),Caffeine (mg),Theobromine (mg),Sugar (g),Galactose (g),Fiber (g),Calcium (mg),Iron (mg),Magnesium (mg),Phosphorus (mg),Potasssium (mg),Sodium (mg),Zinc (mg),Cupper (mg),Fluoride (mcg),Manganese (mg),Selenium (mcg),Vitamin A (IU),Retinol (mcg),Retinol Equivalents (mcg),Beta Carotene (mcg),Alpha Carotene (mcg),Vitamin E (mg),Vitamin D (mcg),Vitamin D2 (Ergocalciferol)  (mcg),Vitamin D3 (Cholecalciferol) (mcg),Beta Cryptoxanthin (mcg),Lycopene (mcg),Lutein and Zeaxanthin (mcg),Vitamin C (mg),Thiamin (B1) (mg),Riboflavin (B2) (mg),Niacin (B3) (mg),Vitamin B5 (mg),Vitamin B6 (mg),Folate (B9) (mg),Vitamin B12,Choline (mg),Cholesterol (mg),Saturated Fat (g),Net Carbs
11979,Vegetables and Vegetable Products,"Peppers, jalapeno, raw",0.91,0.37,6.5,0.53,29,NULL,0,1.48,2.63,0,0,0,91.69,0,0,4.12,0,2.8,12,0.25,15,26,248,3,0.14,0.046,NULL,0.097,0.4,1078,0,54,561,67,3.58,0,NULL,NULL,105,0,861,118.6,0.04,0.07,1.28,0.315,0.419,27,0,7.5,0,0.092,3.7
11980,Vegetables and Vegetable Products,"Peppers, chili, green, canned",0.72,0.27,4.6,1.31,21,NULL,NULL,NULL,NULL,NULL,NULL,0,93.25,NULL,NULL,NULL,NULL,1.7,36,1.33,4,11,113,397,0.09,NULL,NULL,NULL,0.3,126,0,6,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,34.2,0.01,0.03,0.627,0.084,0.12,54,0,NULL,0,0.028,2.9
11981,Vegetables and Vegetable Products,"Peppers, hungarian, raw",0.8,0.41,6.7,0.58,29,NULL,NULL,NULL,NULL,NULL,NULL,0,91.51,0,0,3.53,NULL,1,12,0.46,16,29,202,1,0.3,0.115,NULL,0.204,0.3,816,0,41,465,16,0.48,0,NULL,NULL,34,0,502,92.9,0.079,0.055,1.092,0.205,0.517,53,0,7.7,0,0.046,5.7
11982,Vegetables and Vegetable Products,"Peppers, pasilla, dried",12.35,15.85,51.13,5.82,345,NULL,NULL,NULL,NULL,NULL,NULL,0,14.84,NULL,NULL,NULL,NULL,26.8,97,9.83,130,267,2222,89,1.4,0.423,NULL,1.58,3.2,35760,0,1788,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,6.4,0.172,3.197,7.175,1.591,4.228,170,0,NULL,0,NULL,24.33
11983,Vegetables and Vegetable Products,"Pickles, chowchow, with cauliflower onion mustard, sweet",1.5,0.9,26.64,2.06,121,NULL,NULL,NULL,NULL,NULL,NULL,0,68.9,0,0,23.88,NULL,1.5,23,1.4,21,22,200,527,0.23,0.092,NULL,0.085,2,90,0,5,38,10,0.16,0,NULL,NULL,22,0,222,6,0,0.02,0,0.067,0.01,5,0,4,0,0.149,25.14
11984,Vegetables and Vegetable Products,"Epazote, raw",0.33,0.52,7.44,2.5,32,NULL,NULL,NULL,NULL,NULL,NULL,0,89.21,NULL,NULL,NULL,NULL,3.8,275,1.88,121,86,633,43,1.1,0.19,NULL,3.098,0.9,57,0,3,38,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,3.6,0.028,0.348,0.639,0.179,0.152,215,0,NULL,0,NULL,3.64
11985,Vegetables and Vegetable Products,"Fireweed, leaves, raw",4.71,2.75,19.22,2.54,103,NULL,NULL,NULL,NULL,NULL,NULL,0,70.78,NULL,NULL,NULL,NULL,10.6,429,2.4,156,108,494,34,2.66,0.32,NULL,6.704,0.9,3598,0,180,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,2.2,0.033,0.137,4.674,1.356,0.632,112,0,NULL,0,NULL,8.62
11986,Vegetables and Vegetable Products,"Malabar spinach, cooked",2.98,0.78,2.71,1.04,23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,92.5,NULL,NULL,NULL,NULL,2.1,124,1.48,48,36,256,55,0.3,0.111,NULL,0.255,0.9,1158,0,58,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,5.9,0.106,0.129,0.787,0.135,0.086,114,0,NULL,0,NULL,0.61
11987,Vegetables and Vegetable Products,"Mushrooms, oyster, raw",3.31,0.41,6.09,1.01,33,0,0,1.11,0,0,0,0,89.18,0,0,1.11,0,2.3,3,1.33,18,120,420,18,0.77,0.244,NULL,0.113,2.6,48,0,2,29,0,0,0.7,0.7,0,0,0,0,0,0.125,0.349,4.956,1.294,0.11,38,0,48.7,0,0.062,3.79
11988,Vegetables and Vegetable Products,"Fungi, Cloud ears, dried",9.25,0.73,73.01,2.21,284,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14.8,NULL,NULL,NULL,NULL,70.1,159,5.88,83,184,754,35,1.32,0.183,NULL,1.951,43.4,0,0,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,0,0.015,0.844,6.267,0.481,0.112,38,0,NULL,0,NULL,2.91
11989,Vegetables and Vegetable Products,"Mushrooms, straw, canned, drained solids",3.83,0.68,4.64,0.97,32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,89.88,NULL,NULL,NULL,NULL,2.5,10,1.43,7,61,78,384,0.67,0.133,NULL,0.098,15.2,0,0,0,0,0,NULL,NULL,NULL,NULL,0,NULL,NULL,0,0.013,0.07,0.224,0.412,0.014,38,0,NULL,0,0.089,2.14
11990,Vegetables and Vegetable Products,"Wasabi, root, raw",4.8,0.63,23.54,1.92,109,NULL,NULL,NULL,NULL,NULL,NULL,NULL,69.11,NULL,NULL,NULL,NULL,7.8,128,1.03,69,80,568,17,1.62,0.155,NULL,0.391,NULL,35,0,2,21,0,NULL,0,NULL,NULL,0,NULL,NULL,41.9,0.131,0.114,0.743,0.203,0.274,18,0,NULL,0,NULL,15.74
11991,Vegetables and Vegetable Products,"Yautia (tannier), raw",1.46,0.4,23.63,1.45,98,NULL,NULL,NULL,NULL,NULL,NULL,NULL,73.06,NULL,NULL,NULL,NULL,1.5,9,0.98,24,51,598,21,0.5,0.257,NULL,0.186,0.7,8,0,0,5,0,NULL,0,NULL,NULL,0,NULL,NULL,5.2,0.097,0.04,0.667,0.209,0.237,17,0,NULL,0,0.082,22.13
11992,Vegetables and Vegetable Products,"Mushrooms, white, microwaved",3.91,0.46,6.04,1.08,35,0,0,0,0,0,0,0,88.52,0,0,0,0,2.5,6,0.33,14,127,488,17,0.73,0.37,NULL,0.064,18,0,0,0,0,0,0,0.3,0.3,0,0,0,0,0,0.06,0.431,5.35,1.96,0.049,16,0,30.3,0,0.06,3.54
11993,Vegetables and Vegetable Products,"Mushrooms, maitake, raw",1.94,0.19,6.97,0.53,31,0,0,1.74,0,0.33,0,0,90.37,0,0,2.07,0,2.7,1,0.3,10,74,204,1,0.75,0.252,NULL,0.059,2.2,0,0,0,0,0,0.01,28.1,28.1,0,0,0,0,0,0.146,0.242,6.585,0.27,0.056,21,0,51.1,0,0.03,4.27
11994,Vegetables and Vegetable Products,"Broccoli, chinese, raw",1.2,0.76,4.67,0.83,30,NULL,NULL,NULL,NULL,NULL,NULL,0,92.55,0,0,0.88,NULL,2.6,105,0.59,19,43,274,7,0.41,0.064,NULL,NULL,1.4,1720,0,86,1032,0,0.5,0,NULL,NULL,0,0,957,29.6,0.1,0.153,0.459,NULL,0.074,104,0,26.5,0,0.116,2.07
11995,Vegetables and Vegetable Products,"Fiddlehead ferns, raw",4.55,0.4,5.54,0.83,34,NULL,NULL,NULL,NULL,NULL,NULL,NULL,88.68,NULL,NULL,NULL,NULL,NULL,32,1.31,34,101,370,1,0.83,0.32,NULL,0.51,NULL,3617,0,181,2040,261,NULL,0,NULL,NULL,NULL,NULL,NULL,26.6,0.02,0.21,4.98,NULL,NULL,NULL,0,NULL,0,NULL,5.54
11996,Vegetables and Vegetable Products,"Fiddlehead ferns, frozen, unprepared",4.31,0.35,5.74,0.69,34,NULL,NULL,NULL,NULL,NULL,NULL,NULL,88.91,NULL,NULL,NULL,NULL,NULL,24,0.73,19,58,129,0,0.71,0.22,NULL,0.94,NULL,3350,0,168,1870,280,NULL,0,NULL,NULL,NULL,NULL,NULL,17.8,0.014,0.13,3.26,NULL,NULL,NULL,0,NULL,0,NULL,5.74
11998,Vegetables and Vegetable Products,"Mushrooms, portabella, exposed to ultraviolet light, raw",2.11,0.35,3.87,0.85,22,NULL,0,2.01,0.49,0,0,NULL,92.82,NULL,NULL,2.5,0,1.3,3,0.31,10,108,364,9,0.53,0.286,NULL,0.069,18.6,0,NULL,0,0,0,0.02,28.4,28.4,0,0,0,0,0,0.059,0.13,4.494,1.14,0.148,28,0.05,21.2,0,0.06,2.57
12001,Nut and Seed Products,"Seeds, breadfruit seeds, raw",7.4,5.59,29.24,1.5,191,NULL,NULL,NULL,NULL,NULL,NULL,NULL,56.27,NULL,NULL,NULL,NULL,5.2,36,3.67,54,175,941,25,0.9,1.148,NULL,0.142,NULL,256,0,13,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,6.6,0.482,0.301,0.438,0.877,0.32,53,0,NULL,0,1.509,24.04
12003,Nut and Seed Products,"Seeds, breadfruit seeds, boiled",5.3,2.3,32,1.1,168,NULL,NULL,NULL,NULL,NULL,NULL,NULL,59.3,NULL,NULL,NULL,NULL,4.8,61,0.6,50,124,875,23,0.83,1.069,NULL,0.132,NULL,238,0,12,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,6.1,0.29,0.17,5.3,0.816,0.298,49,0,NULL,0,0.621,27.2
12004,Nut and Seed Products,"Seeds, breadnut tree seeds, raw",5.97,0.99,46.28,1.76,217,NULL,NULL,NULL,NULL,NULL,NULL,NULL,45,NULL,NULL,NULL,NULL,NULL,98,2.09,68,67,1183,31,1.13,1.444,NULL,0.178,NULL,248,0,12,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,27.4,0.055,0.055,0.88,1.103,0.403,66,0,NULL,0,0.267,46.28
12005,Nut and Seed Products,"Seeds, breadnut tree seeds, dried",8.62,1.68,79.39,3.81,367,NULL,NULL,NULL,NULL,NULL,NULL,0,6.5,NULL,NULL,NULL,NULL,14.9,94,4.6,115,178,2011,53,1.91,2.455,NULL,0.303,1.9,216,0,11,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,46.6,0.03,0.14,2.1,1.875,0.685,113,0,NULL,0,0.454,64.49
12006,Nut and Seed Products,"Seeds, chia seeds, dried",16.54,30.74,42.12,4.8,486,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5.8,NULL,NULL,NULL,NULL,34.4,631,7.72,335,860,407,16,4.58,0.924,NULL,2.723,55.2,54,NULL,NULL,NULL,NULL,0.5,NULL,NULL,NULL,NULL,NULL,NULL,1.6,0.62,0.17,8.83,NULL,NULL,49,0,NULL,0,3.33,7.72
12007,Nut and Seed Products,"Seeds, cottonseed flour, partially defatted (glandless)",40.96,6.2,40.54,6,359,NULL,NULL,NULL,NULL,NULL,NULL,0,6.3,NULL,NULL,NULL,NULL,3,478,12.66,721,1597,1772,35,11.69,1.18,NULL,2.143,5.6,434,0,22,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,2.4,2.102,0.399,4.065,0.448,0.769,229,0,NULL,0,1.588,37.54
12008,Nut and Seed Products,"Seeds, cottonseed flour, low fat (glandless)",49.83,1.41,36.1,5.76,332,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6.9,NULL,NULL,NULL,NULL,NULL,474,12.58,716,1587,1761,35,11.61,1.172,NULL,2.129,NULL,432,0,22,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,2.4,2.089,0.396,4.039,0.445,0.764,228,0,NULL,0,0.31,36.1
12011,Nut and Seed Products,"Seeds, cottonseed meal, partially defatted (glandless)",49.1,4.77,38.43,6.5,367,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.2,NULL,NULL,NULL,NULL,NULL,504,13.35,760,1684,1869,37,12.32,0.001,NULL,2.26,NULL,458,0,23,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,2.5,2.217,0.42,4.286,0.472,0.811,242,0,NULL,0,1.207,38.43
12012,Nut and Seed Products,"Seeds, hemp seed, hulled",31.56,48.75,8.67,6.06,553,NULL,0.85,0.2,0.31,0.07,0.07,NULL,4.96,NULL,NULL,1.5,NULL,4,70,7.95,700,1650,1200,5,9.9,1.6,NULL,7.6,NULL,11,NULL,1,7,NULL,0.8,NULL,NULL,NULL,NULL,NULL,NULL,0.5,1.275,0.285,9.2,NULL,0.6,110,NULL,NULL,0,4.6,4.67
12013,Nut and Seed Products,"Seeds, lotus seeds, dried",15.41,1.97,64.47,3.99,332,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14.16,NULL,NULL,NULL,NULL,NULL,163,3.53,210,626,1368,5,1.05,0.35,NULL,2.318,NULL,50,0,3,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,0,0.64,0.15,1.6,0.851,0.629,104,0,NULL,0,0.33,64.47
12014,Nut and Seed Products,"Seeds, pumpkin and squash seed kernels, dried",30.23,49.05,10.71,4.78,559,1.47,1.13,0.13,0.15,0,0,0,5.23,0,0,1.4,0,6,46,8.82,592,1233,809,7,7.81,1.343,NULL,4.543,9.4,16,0,1,9,1,2.18,0,NULL,NULL,1,0,74,1.9,0.273,0.153,4.987,0.75,0.143,58,0,63,0,8.659,4.71
12016,Nut and Seed Products,"Seeds, pumpkin and squash seed kernels, roasted, without salt",29.84,49.05,14.71,4.37,574,0.74,1.14,0.07,0.07,0,0,0,2.03,0,0,1.29,0,6.5,52,8.07,550,1174,788,18,7.64,1.275,NULL,4.49,9.4,8,0,0,5,1,0.56,0,NULL,NULL,0,0,30,1.8,0.07,0.15,4.43,0.57,0.1,57,0,63,0,8.544,8.21
12021,Nut and Seed Products,"Seeds, safflower seed kernels, dried",16.18,38.45,34.29,5.47,517,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5.62,NULL,NULL,NULL,NULL,NULL,78,4.9,353,644,687,3,5.05,1.747,NULL,2.014,NULL,50,0,3,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,0,1.163,0.415,2.284,4.03,1.17,160,0,NULL,0,3.682,34.29
12022,Nut and Seed Products,"Seeds, safflower seed meal, partially defatted",35.62,2.39,48.73,6.85,342,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6.41,NULL,NULL,NULL,NULL,NULL,77,4.86,350,638,68,3,5.01,1.733,NULL,1.998,NULL,49,0,2,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,0,1.153,0.412,2.265,3.996,1.161,159,0,NULL,0,0.207,48.73
12023,Nut and Seed Products,"Seeds, sesame seeds, whole, dried",17.73,49.67,23.45,4.45,573,NULL,NULL,NULL,NULL,NULL,NULL,0,4.69,0,0,0.3,NULL,11.8,975,14.55,351,629,468,11,7.75,4.082,NULL,2.46,34.4,9,0,0,5,0,0.25,0,NULL,NULL,0,0,0,0,0.791,0.247,4.515,0.05,0.79,97,0,25.6,0,6.957,11.65
12024,Nut and Seed Products,"Seeds, sesame seeds, whole, roasted and toasted",16.96,48,25.74,6,565,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3.3,NULL,NULL,NULL,NULL,14,989,14.76,356,638,475,11,7.16,2.47,NULL,2.496,34.4,9,0,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,0,0.803,0.251,4.581,0.051,0.802,98,0,NULL,0,6.722,11.74
12029,Nut and Seed Products,"Seeds, sesame seed kernels, toasted, without salt added (decorticated)",16.96,48,26.04,4,567,NULL,NULL,NULL,NULL,NULL,NULL,0,5,0,0,0.48,NULL,16.9,131,7.78,346,774,406,39,10.23,1.457,NULL,1.427,34.4,66,0,3,40,0,0.25,0,NULL,NULL,0,0,0,0,1.205,0.466,5.438,0.68,0.146,96,0,25.6,0,6.722,9.14
12032,Nut and Seed Products,"Seeds, sesame flour, partially defatted",40.32,11.89,35.14,6.05,382,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6.61,NULL,NULL,NULL,NULL,NULL,150,14.3,362,810,425,41,10.7,1.432,NULL,1.403,NULL,69,0,3,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,0,2.53,0.27,12.6,2.76,0.152,29,0,NULL,0,1.634,35.14
12033,Nut and Seed Products,"Seeds, sesame flour, low-fat",50.14,1.75,35.51,5.5,333,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.1,NULL,NULL,NULL,NULL,NULL,149,14.22,338,757,397,39,10,1.425,NULL,1.396,NULL,64,0,3,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,0,2.516,0.269,12.533,2.745,0.142,29,0,NULL,0,0.201,35.51
12034,Nut and Seed Products,"Seeds, sesame meal, partially defatted",16.96,48,26.04,4,567,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,153,14.55,346,774,406,39,10.23,1.457,NULL,1.427,NULL,66,0,3,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,0,2.573,0.275,12.816,2.807,0.146,30,0,NULL,0,6.722,26.04
12036,Nut and Seed Products,"Seeds, sunflower seed kernels, dried",20.78,51.46,20,3.02,584,NULL,2.5,NULL,NULL,NULL,NULL,0,4.73,0,0,2.62,NULL,8.6,78,5.25,325,660,645,9,5,1.8,NULL,1.95,53,50,0,3,30,0,35.17,0,NULL,NULL,0,0,0,1.4,1.48,0.355,8.335,1.13,1.345,227,0,55.1,0,4.455,11.4
12037,Nut and Seed Products,"Seeds, sunflower seed kernels, dry roasted, without salt",19.33,49.8,24.07,5.6,582,NULL,NULL,NULL,NULL,NULL,NULL,0,1.2,0,0,2.73,NULL,11.1,70,3.8,129,1155,850,3,5.29,1.83,NULL,2.11,79.3,9,0,0,5,0,26.1,0,NULL,NULL,0,0,0,1.4,0.106,0.246,7.042,7.042,0.804,237,0,55.1,0,5.219,12.97
12038,Nut and Seed Products,"Seeds, sunflower seed kernels, oil roasted, without salt",20.06,51.3,22.89,4.22,592,NULL,2.37,0.74,0,0,0,0,1.54,0,0,3.11,NULL,10.6,87,4.28,127,1139,483,3,5.21,1.804,NULL,2.08,78.2,9,0,0,5,0,36.33,0,NULL,NULL,0,0,0,1.1,0.32,0.28,4.13,6.942,0.792,234,0,55.1,0,7.068,12.29
12039,Nut and Seed Products,"Seeds, sunflower seed kernels, toasted, without salt",17.21,56.8,20.59,4.4,619,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,11.5,57,6.81,129,1158,491,3,5.3,1.834,NULL,2.114,NULL,0,0,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1.4,0.325,0.285,4.198,7.056,0.805,238,0,NULL,0,5.953,9.09
12040,Nut and Seed Products,"Seeds, sunflower seed butter, without salt",17.28,55.2,23.32,3.58,617,0.83,10.54,0,0,0,0,NULL,0.62,NULL,NULL,10.54,0,5.7,64,4.12,311,666,576,3,4.89,1.597,NULL,2.073,104.4,52,0,NULL,NULL,NULL,22.89,0,NULL,NULL,NULL,NULL,NULL,2.7,0.053,0.163,6.747,1.167,0.55,237,0,NULL,0,4.678,17.62
12041,Nut and Seed Products,"Seeds, sunflower seed flour, partially defatted",48.06,1.61,35.83,7.04,326,NULL,NULL,NULL,NULL,NULL,NULL,0,7.47,NULL,NULL,NULL,NULL,5.2,114,6.62,346,689,67,3,4.95,1.713,NULL,1.975,58.2,49,0,2,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1.3,3.187,0.266,7.313,6.595,0.753,222,0,NULL,0,0.138,30.63
12058,Nut and Seed Products,"Nuts, acorns, raw",6.15,23.86,40.75,1.35,387,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27.9,NULL,NULL,NULL,NULL,NULL,41,0.79,62,79,539,0,0.51,0.621,NULL,1.337,NULL,39,0,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0.112,0.118,1.827,0.715,0.528,87,0,NULL,0,3.102,40.75
12059,Nut and Seed Products,"Nuts, acorns, dried",8.1,31.41,53.66,1.78,509,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5.06,NULL,NULL,NULL,NULL,NULL,54,1.04,82,103,709,0,0.67,0.818,NULL,1.363,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0.149,0.154,2.406,0.94,0.695,115,0,NULL,0,4.084,53.66
12060,Nut and Seed Products,"Nuts, acorn flour, full fat",7.49,30.17,54.65,1.69,501,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,43,1.21,110,103,712,0,0.64,0.611,NULL,1.743,NULL,51,0,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0.146,0.154,2.382,0.931,0.688,114,0,NULL,0,3.923,54.65
12061,Nut and Seed Products,"Nuts, almonds",21.15,49.93,21.55,2.97,579,0.72,3.95,0.17,0.11,0,0.04,0,4.41,0,0,4.35,0.07,12.5,269,3.71,270,481,733,1,3.12,1.031,NULL,2.179,4.1,2,0,0,1,0,25.63,0,NULL,NULL,0,0,1,0,0.205,1.138,3.618,0.471,0.137,44,0,52.1,0,3.802,9.05
12062,Nut and Seed Products,"Nuts, almonds, blanched",21.4,52.52,18.67,2.91,590,1,4.46,0.03,0,0,0.14,0,4.51,0,0,4.63,0,9.9,236,3.28,268,481,659,19,2.97,1.027,NULL,1.835,3.2,7,0,0,4,0,23.75,0,NULL,NULL,0,0,1,0,0.191,0.711,3.5,0.314,0.115,49,0,52.1,0,3.953,8.77
12063,Nut and Seed Products,"Nuts, almonds, dry roasted, without salt added",20.96,52.54,21.01,3.07,598,0.73,4.75,0.01,0.01,0,0.09,0,2.41,0,0,4.86,0,10.9,268,3.73,279,471,713,3,3.31,1.099,NULL,2.232,2,1,0,0,1,0,23.9,0,NULL,NULL,0,0,1,0,0.077,1.197,3.637,0.321,0.136,55,0,52.1,0,4.092,10.11
12065,Nut and Seed Products,"Nuts, almonds, oil roasted, without salt added",21.23,55.17,17.68,3.13,607,0.56,4.38,0.04,0,0,0.14,0,2.8,0,0,4.55,NULL,10.5,291,3.68,274,466,699,1,3.07,0.955,NULL,2.46,4.1,1,0,0,1,0,25.97,0,NULL,NULL,0,0,1,0,0.092,0.781,3.665,0.229,0.118,27,0,52.1,0,4.208,7.18
12071,Nut and Seed Products,"Nuts, almond paste",9,27.74,47.81,1.37,458,NULL,NULL,NULL,NULL,NULL,NULL,0,14.08,0,0,36.25,NULL,4.8,172,1.6,130,258,314,9,1.48,0.454,NULL,0.856,4.2,0,0,0,0,0,13.54,0,NULL,NULL,0,0,1,0.1,0.082,0.414,1.422,0.113,0.036,73,0,28.5,0,2.629,43.01
12077,Nut and Seed Products,"Nuts, beechnuts, dried",6.2,50,33.5,3.7,576,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6.6,NULL,NULL,NULL,NULL,NULL,1,2.46,0,0,1017,38,0.36,0.67,NULL,1.341,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15.5,0.304,0.371,0.877,0.925,0.684,113,0,NULL,0,5.719,33.5
12078,Nut and Seed Products,"Nuts, brazilnuts, dried, unblanched",14.32,67.1,11.74,3.43,659,0.25,2.33,0,0,0,0,0,3.42,0,0,2.33,0,7.5,160,2.43,376,725,659,3,4.06,1.743,NULL,1.223,1917,0,0,0,0,0,5.65,0,NULL,NULL,0,0,0,0.7,0.617,0.035,0.295,0.184,0.101,22,0,28.8,0,16.134,4.24
12084,Nut and Seed Products,"Nuts, butternuts, dried",24.9,56.98,12.05,2.73,612,NULL,NULL,NULL,NULL,NULL,NULL,0,3.34,NULL,NULL,NULL,NULL,4.7,53,4.02,237,446,421,1,3.13,0.45,NULL,6.56,17.2,124,0,6,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,3.2,0.383,0.148,1.045,0.633,0.56,66,0,NULL,0,1.306,7.35
12085,Nut and Seed Products,"Nuts, cashew nuts, dry roasted, without salt added",15.31,46.35,32.69,3.95,574,NULL,NULL,NULL,NULL,NULL,NULL,0,1.7,0,0,5.01,NULL,3,45,6,260,490,565,16,5.6,2.22,NULL,0.826,11.7,0,0,0,0,0,0.92,0,NULL,NULL,0,0,23,0,0.2,0.2,1.4,1.217,0.256,69,0,61,0,9.157,29.69
12086,Nut and Seed Products,"Nuts, cashew nuts, oil roasted, without salt added",16.84,47.77,29.87,2.03,580,10.93,4.84,0.08,0.08,0,0,0,3.48,0,0,5.01,0,3.3,43,6.05,273,531,632,13,5.35,2.043,NULL,1.668,20.3,0,0,0,0,0,0.92,0,NULL,NULL,0,0,23,0.3,0.363,0.218,1.736,0.88,0.323,25,0,61,0,8.478,26.57
12087,Nut and Seed Products,"Nuts, cashew nuts, raw",18.22,43.85,30.19,2.54,553,23.49,5.81,0.05,0.05,0,0,NULL,5.2,NULL,NULL,5.91,0,3.3,37,6.68,292,593,660,12,5.78,2.195,NULL,1.655,19.9,0,0,0,0,0,0.9,0,NULL,NULL,0,0,22,0.5,0.423,0.058,1.062,0.864,0.417,25,0,NULL,0,7.783,26.89
12088,Nut and Seed Products,"Nuts, cashew butter, plain, without salt added",17.56,49.41,27.57,2.5,587,NULL,NULL,NULL,NULL,NULL,NULL,0,2.96,NULL,NULL,NULL,NULL,2,43,5.03,258,457,546,15,5.16,2.19,NULL,0.815,11.5,0,0,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,0,0.312,0.187,1.599,1.201,0.252,68,0,NULL,0,9.763,25.57
12093,Nut and Seed Products,"Nuts, chestnuts, chinese, raw",4.2,1.11,49.07,1.67,224,NULL,NULL,NULL,NULL,NULL,NULL,NULL,43.95,NULL,NULL,NULL,NULL,NULL,18,1.41,84,96,447,3,0.87,0.363,NULL,1.601,NULL,202,0,10,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,36,0.16,0.18,0.8,0.555,0.41,68,0,NULL,0,0.164,49.07
12094,Nut and Seed Products,"Nuts, chestnuts, chinese, dried",6.82,1.81,79.76,2.71,363,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8.9,NULL,NULL,NULL,NULL,NULL,29,2.29,137,155,726,5,1.41,0.59,NULL,2.601,NULL,328,0,16,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,58.5,0.26,0.293,1.3,0.902,0.666,110,0,NULL,0,0.266,79.76
12095,Nut and Seed Products,"Nuts, chestnuts, chinese, boiled and steamed",2.88,0.76,33.64,1.14,153,NULL,NULL,NULL,NULL,NULL,NULL,NULL,61.57,NULL,NULL,NULL,NULL,NULL,12,0.97,58,66,306,2,0.6,0.249,NULL,1.097,NULL,138,0,7,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,24.7,0.11,0.123,0.548,0.381,0.281,46,0,NULL,0,0.112,33.64
12096,Nut and Seed Products,"Nuts, chestnuts, chinese, roasted",4.48,1.19,52.36,1.78,239,NULL,NULL,NULL,NULL,NULL,NULL,NULL,40.2,NULL,NULL,NULL,NULL,NULL,19,1.5,90,102,477,4,0.93,0.387,NULL,1.708,NULL,5,0,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,38.4,0.15,0.09,1.5,0.592,0.437,72,0,NULL,0,0.175,52.36
